url
https://www.agoda.com/centurion-hotel-ueno/hotel/tokyo-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-10&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&flightSearchCriteria=[object Object]&tspTypes=9&los=10&searchrequestid=105164b7-061d-4f25-a288-5ca941fdebed
https://www.agoda.com/apa-hotel-resort-nishishinjuku-gochome-eki-tower/hotel/tokyo-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-10&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&flightSearchCriteria=[object Object]&tspTypes=8&los=10&searchrequestid=34b111cb-3d27-4ac7-9142-e67c307de22f
"https://www.agoda.com/shinjuku-kuyakusho-mae-capsule-hotel/hotel/tokyo-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-10&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&flightSearchCriteria=[object Object]&tspTypes=9,8&los=10&searchrequestid=34b111cb-3d27-4ac7-9142-e67c307de22f"
https://www.agoda.com/apa-hotel-ningyocho-eki-kita/hotel/tokyo-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-10&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&flightSearchCriteria=[object Object]&los=10&searchrequestid=105164b7-061d-4f25-a288-5ca941fdebed
https://www.agoda.com/apa-hotel-shibuya-dogenzaka-ue/hotel/tokyo-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-10&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&flightSearchCriteria=[object Object]&los=10&searchrequestid=34b111cb-3d27-4ac7-9142-e67c307de22f
https://www.agoda.com/candeo-hotels-tokyo-roppongi/hotel/tokyo-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-10&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&flightSearchCriteria=[object Object]&los=10&searchrequestid=34b111cb-3d27-4ac7-9142-e67c307de22f
https://www.agoda.com/hotel-wing-international-select-ikebukuro/hotel/tokyo-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-10&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&flightSearchCriteria=[object Object]&los=10&searchrequestid=34b111cb-3d27-4ac7-9142-e67c307de22f
https://www.agoda.com/h14498508/hotel/tokyo-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-10&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&flightSearchCriteria=[object Object]&tspTypes=9&los=10&searchrequestid=34b111cb-3d27-4ac7-9142-e67c307de22f
https://www.agoda.com/sotetsu-fresa-inn-ginza-nanachome/hotel/tokyo-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-10&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&flightSearchCriteria=[object Object]&los=10&searchrequestid=06a2b4d4-bc16-445a-8518-067fb414f68d
https://www.agoda.com/apa-hotel-nihombashi-bakurocho-ekimae/hotel/tokyo-jp.html?countryId=3&finalPriceView=1&isShowMobileAppPrice=false&cid=1919571&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-12-10&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=THB&isFreeOccSearch=false&flightSearchCriteria=[object Object]&los=10&searchrequestid=34b111cb-3d27-4ac7-9142-e67c307de22f
